"No.","Time","Source","Destination","Protocol","Length","Info"
"311","16:01:03.945663","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"312","16:01:03.954879","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"313","16:01:03.963583","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"318","16:01:03.980991","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"319","16:01:03.985088","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"320","16:01:03.993791","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"321","16:01:03.998400","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"325","16:01:04.018431","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"326","16:01:04.023552","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"327","16:01:04.031743","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"328","16:01:04.041470","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"333","16:01:04.067071","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b59, seq=2/512, ttl=64 (no response found!)"
"342","16:01:05.017409","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b5a, seq=1/256, ttl=64 (reply in 344)"
"344","16:01:05.017414","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b5a, seq=1/256, ttl=64 (request in 342)"
"360","16:01:07.013315","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b5c, seq=1/256, ttl=64 (no response found!)"
"381","16:01:08.029694","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b5d, seq=1/256, ttl=64 (no response found!)"
"400","16:01:09.017406","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b5e, seq=1/256, ttl=64 (reply in 402)"
"402","16:01:09.017414","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b5e, seq=1/256, ttl=64 (request in 400)"
"410","16:01:10.032257","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b5f, seq=1/256, ttl=64 (reply in 412)"
"412","16:01:10.032260","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b5f, seq=1/256, ttl=64 (request in 410)"
"428","16:01:11.023043","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b60, seq=1/256, ttl=64 (reply in 430)"
"430","16:01:11.023044","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b60, seq=1/256, ttl=64 (request in 428)"
"442","16:01:12.031232","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b61, seq=1/256, ttl=64 (reply in 444)"
"444","16:01:12.031238","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b61, seq=1/256, ttl=64 (request in 442)"
"450","16:01:13.030213","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b62, seq=1/256, ttl=64"
"460","16:01:14.021505","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b63, seq=1/256, ttl=64 (reply in 462)"
"462","16:01:14.021509","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b63, seq=1/256, ttl=64 (request in 460)"
"474","16:01:15.022529","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b64, seq=1/256, ttl=64 (reply in 476)"
"476","16:01:15.022532","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b64, seq=1/256, ttl=64 (request in 474)"
"484","16:01:16.024066","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b65, seq=1/256, ttl=64 (reply in 486)"
"486","16:01:16.024068","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b65, seq=1/256, ttl=64 (request in 484)"
"495","16:01:17.026113","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b66, seq=1/256, ttl=64 (no response found!)"
"524","16:01:18.032255","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b67, seq=1/256, ttl=64 (reply in 526)"
"526","16:01:18.032258","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b67, seq=1/256, ttl=64 (request in 524)"
"535","16:01:19.023555","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b68, seq=1/256, ttl=64"
"542","16:01:20.008196","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b69, seq=1/256, ttl=64 (reply in 544)"
"544","16:01:20.008198","192.168.0.1","192.168.0.100","ICMP","134","Echo (ping) reply    id=0x3b69, seq=1/256, ttl=64 (request in 542)"
"552","16:01:21.034296","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"563","16:01:21.039416","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"572","16:01:21.044023","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"664","16:01:21.110073","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"665","16:01:21.113145","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"666","16:01:21.121338","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
"670","16:01:21.163326","192.168.0.100","192.168.0.1","ICMP","134","Echo (ping) request  id=0x3b6a, seq=1/256, ttl=64 (no response found!)"
